KAFKA-16098_G2,Fresh
KAFKA-16098_G2,Weekday
KAFKA-16098_G2,>=2
KAFKA-16098_G2,Assigned
KAFKA-16098_G2,Major
KAFKA-16098_G2,Resolved
KAFKA-16099_G0,Fresh
KAFKA-16099_G0,Weekday
KAFKA-16099_G0,>=0
KAFKA-16099_G0,Unassigned
KAFKA-16099_G0,Major
KAFKA-16099_G0,Open
KAFKA-16099_G1,Fresh
KAFKA-16099_G1,Weekday
KAFKA-16099_G1,>=1
KAFKA-16099_G1,Unassigned
KAFKA-16099_G1,Major
KAFKA-16099_G1,Resolved
KAFKA-16100_G0,Fresh
KAFKA-16100_G0,Weekday
KAFKA-16100_G0,>=0
KAFKA-16100_G0,Assigned
KAFKA-16100_G0,Critical
KAFKA-16100_G0,Open
KAFKA-16100_G1,Medium
KAFKA-16100_G1,Weekday
KAFKA-16100_G1,>=1
KAFKA-16100_G1,Assigned
KAFKA-16100_G1,Critical
KAFKA-16100_G1,In Progress
KAFKA-16100_G2,Medium
KAFKA-16100_G2,Weekday
KAFKA-16100_G2,>=2
KAFKA-16100_G2,Assigned
KAFKA-16100_G2,Critical
KAFKA-16100_G2,Open
KAFKA-16100_G3,Long
KAFKA-16100_G3,Weekday
KAFKA-16100_G3,>=3
KAFKA-16100_G3,Assigned
KAFKA-16100_G3,Critical
KAFKA-16100_G3,In Progress
KAFKA-16100_G4,Long
KAFKA-16100_G4,Weekday
KAFKA-16100_G4,>=4
KAFKA-16100_G4,Assigned
KAFKA-16100_G4,Critical
KAFKA-16100_G4,Open
KAFKA-16100_G5,Long
KAFKA-16100_G5,Weekday
KAFKA-16100_G5,>=5
KAFKA-16100_G5,Assigned
KAFKA-16100_G5,Critical
KAFKA-16100_G5,In Progress
KAFKA-16100_G6,Long
KAFKA-16100_G6,Weekday
KAFKA-16100_G6,>=6
KAFKA-16100_G6,Assigned
KAFKA-16100_G6,Critical
KAFKA-16100_G6,Patch Available
KAFKA-16100_G7,Long
KAFKA-16100_G7,Weekday
KAFKA-16100_G7,>=7
KAFKA-16100_G7,Assigned
KAFKA-16100_G7,Critical
KAFKA-16100_G7,Resolved
KAFKA-16101_G0,Fresh
KAFKA-16101_G0,Weekday
KAFKA-16101_G0,>=0
KAFKA-16101_G0,Assigned
KAFKA-16101_G0,Critical
KAFKA-16101_G0,Open
KAFKA-16101_G1,Medium
KAFKA-16101_G1,Weekday
KAFKA-16101_G1,>=1
KAFKA-16101_G1,Assigned
KAFKA-16101_G1,Critical
KAFKA-16101_G1,Resolved
KAFKA-16102_G0,Fresh
KAFKA-16102_G0,Weekday
KAFKA-16102_G0,>=0
KAFKA-16102_G0,Assigned
KAFKA-16102_G0,Minor
KAFKA-16102_G0,Open
KAFKA-16102_G1,Medium
KAFKA-16102_G1,Weekday
KAFKA-16102_G1,>=1
KAFKA-16102_G1,Assigned
KAFKA-16102_G1,Minor
KAFKA-16102_G1,In Progress
KAFKA-16102_G2,Medium
KAFKA-16102_G2,Weekday
KAFKA-16102_G2,>=2
KAFKA-16102_G2,Assigned
KAFKA-16102_G2,Minor
KAFKA-16102_G2,Patch Available
KAFKA-16102_G3,Long
KAFKA-16102_G3,Weekday
KAFKA-16102_G3,>=3
KAFKA-16102_G3,Assigned
KAFKA-16102_G3,Minor
KAFKA-16102_G3,Resolved
KAFKA-16103_G0,Fresh
KAFKA-16103_G0,Weekday
KAFKA-16103_G0,>=0
KAFKA-16103_G0,Assigned
KAFKA-16103_G0,Critical
KAFKA-16103_G0,Open
KAFKA-16103_G1,Short
KAFKA-16103_G1,Weekday
KAFKA-16103_G1,>=1
KAFKA-16103_G1,Assigned
KAFKA-16103_G1,Critical
KAFKA-16103_G1,In Progress
KAFKA-16103_G2,Short
KAFKA-16103_G2,Weekday
KAFKA-16103_G2,>=2
KAFKA-16103_G2,Assigned
KAFKA-16103_G2,Critical
KAFKA-16103_G2,Open
KAFKA-16103_G3,Long
KAFKA-16103_G3,Weekday
KAFKA-16103_G3,>=3
KAFKA-16103_G3,Assigned
KAFKA-16103_G3,Critical
KAFKA-16103_G3,In Progress
KAFKA-16103_G4,Long
KAFKA-16103_G4,Weekday
KAFKA-16103_G4,>=4
KAFKA-16103_G4,Assigned
KAFKA-16103_G4,Critical
KAFKA-16103_G4,Resolved
KAFKA-16104_G0,Fresh
KAFKA-16104_G0,Weekday
KAFKA-16104_G0,>=0
KAFKA-16104_G0,Assigned
KAFKA-16104_G0,Critical
KAFKA-16104_G0,Open
KAFKA-16104_G1,Medium
KAFKA-16104_G1,Weekday
KAFKA-16104_G1,>=1
KAFKA-16104_G1,Assigned
KAFKA-16104_G1,Critical
KAFKA-16104_G1,In Progress
KAFKA-16104_G2,Medium
KAFKA-16104_G2,Weekday
KAFKA-16104_G2,>=2
KAFKA-16104_G2,Assigned
KAFKA-16104_G2,Critical
KAFKA-16104_G2,Patch Available
KAFKA-16104_G3,Medium
KAFKA-16104_G3,Weekday
KAFKA-16104_G3,>=3
KAFKA-16104_G3,Assigned
KAFKA-16104_G3,Critical
KAFKA-16104_G3,Resolved
KAFKA-16105_G0,Fresh
KAFKA-16105_G0,Weekday
KAFKA-16105_G0,>=0
KAFKA-16105_G0,Unassigned
KAFKA-16105_G0,Critical
KAFKA-16105_G0,Open
KAFKA-16105_G1,Long
KAFKA-16105_G1,Weekday
KAFKA-16105_G1,>=1
KAFKA-16105_G1,Unassigned
KAFKA-16105_G1,Critical
KAFKA-16105_G1,Resolved
KAFKA-16106_G0,Fresh
KAFKA-16106_G0,Weekday
KAFKA-16106_G0,>=0
KAFKA-16106_G0,Assigned
