project,_id,key,issuetype_name,priority_name,status_name,age_days,watch_count,votes_count,has_assignee,components_count,comment_count,status_changes_count
SPARK,13563270,SPARK-46552,Sub-task,Major,Resolved,36,1,0,1,1,1,1
SPARK,13563302,SPARK-46553,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563304,SPARK-46554,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13563310,SPARK-46555,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13563312,SPARK-46556,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13563313,SPARK-46557,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13563315,SPARK-46558,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563319,SPARK-46559,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13563321,SPARK-46560,Sub-task,Minor,Resolved,2,1,0,1,1,1,1
SPARK,13563322,SPARK-46561,Improvement,Minor,Resolved,0,1,0,0,2,0,1
SPARK,13563324,SPARK-46562,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563327,SPARK-46563,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13563328,SPARK-46564,Bug,Major,Resolved,0,1,0,1,2,1,1
SPARK,13563333,SPARK-46565,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563334,SPARK-46566,Bug,Major,Open,102,1,0,0,1,0,0
SPARK,13563343,SPARK-46567,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13563350,SPARK-46568,Sub-task,Major,Resolved,2,1,0,1,1,1,1
SPARK,13563358,SPARK-46569,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13563382,SPARK-46570,Sub-task,Minor,Resolved,273,1,0,1,1,1,1
SPARK,13563400,SPARK-46571,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563406,SPARK-46572,New Feature,Major,Open,0,1,0,0,1,0,0
SPARK,13563409,SPARK-46573,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563412,SPARK-46574,Sub-task,Minor,Resolved,127,1,0,1,1,1,1
SPARK,13563439,SPARK-46575,Bug,Major,Resolved,161,1,0,1,1,1,1
SPARK,13563442,SPARK-46576,Sub-task,Major,Resolved,15,1,0,1,1,1,1
SPARK,13563451,SPARK-46577,Bug,Major,Resolved,0,1,0,1,2,1,1
SPARK,13563458,SPARK-46578,Improvement,Major,Open,1,1,0,0,1,0,0
SPARK,13563489,SPARK-46579,Sub-task,Major,Resolved,68,1,0,1,1,1,1
SPARK,13563502,SPARK-46580,Task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563503,SPARK-46581,Improvement,Major,Resolved,4,1,0,1,1,1,1
SPARK,13563505,SPARK-46582,Bug,Major,Reopened,0,1,0,0,2,2,2
SPARK,13563510,SPARK-46583,Bug,Major,Open,0,1,0,0,1,0,0
SPARK,13563511,SPARK-46584,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563516,SPARK-46585,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563519,SPARK-46586,Improvement,Major,Resolved,8,2,0,1,1,3,1
SPARK,13563521,SPARK-46587,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563524,SPARK-46588,Question,Major,Resolved,8,2,0,0,1,2,1
SPARK,13563541,SPARK-46589,Improvement,Major,Open,101,1,0,1,1,0,0
SPARK,13563546,SPARK-46590,Bug,Major,Resolved,278,1,0,1,1,1,1
SPARK,13563556,SPARK-46591,Improvement,Minor,Resolved,0,1,0,0,1,0,1
SPARK,13563563,SPARK-46592,Test,Major,Resolved,0,1,0,1,2,1,1
SPARK,13563564,SPARK-46593,Sub-task,Minor,Resolved,5,1,0,1,2,2,3
SPARK,13563567,SPARK-46594,Improvement,Minor,Open,101,1,0,0,1,0,0
SPARK,13563578,SPARK-46595,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13563580,SPARK-46596,Improvement,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13563581,SPARK-46597,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13563593,SPARK-46598,Bug,Major,Resolved,2,1,0,1,1,1,1
SPARK,13563645,SPARK-46599,Sub-task,Major,Resolved,1,1,0,1,1,1,1
SPARK,13563648,SPARK-46600,Improvement,Major,Resolved,3,1,0,1,2,0,1
SPARK,13563649,SPARK-46601,Improvement,Minor,Resolved,3,1,0,1,1,1,1
SPARK,13563656,SPARK-46602,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563662,SPARK-46603,Sub-task,Major,Resolved,2,1,0,1,2,1,1
SPARK,13563663,SPARK-46604,Improvement,Major,Resolved,2,1,0,1,1,1,1
SPARK,13563664,SPARK-46605,Improvement,Major,Resolved,2,1,0,1,1,1,1
SPARK,13563666,SPARK-46606,Sub-task,Minor,Resolved,2,1,0,1,1,1,1
SPARK,13563692,SPARK-46607,Sub-task,Major,Resolved,2,1,0,1,2,1,1
SPARK,13563710,SPARK-46608,Sub-task,Major,Resolved,67,1,0,1,1,1,1
SPARK,13563724,SPARK-46609,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563765,SPARK-46610,Improvement,Major,Resolved,2,1,0,1,1,1,1
SPARK,13563777,SPARK-46611,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13563826,SPARK-46612,Sub-task,Major,Resolved,64,1,0,1,1,1,1
SPARK,13563827,SPARK-46613,Sub-task,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13563832,SPARK-46614,Sub-task,Minor,Resolved,3,1,0,1,1,1,1
SPARK,13563841,SPARK-46615,Improvement,Minor,Resolved,31,1,0,1,1,1,1
SPARK,13563845,SPARK-46616,Sub-task,Major,Open,0,1,0,0,1,0,0
SPARK,13563858,SPARK-46617,Bug,Minor,Open,132,1,0,0,1,1,0
SPARK,13563861,SPARK-46618,Sub-task,Major,Resolved,9,1,0,1,1,1,1
SPARK,13563866,SPARK-46619,Umbrella,Major,Open,0,1,0,0,2,0,0
SPARK,13563867,SPARK-46620,Sub-task,Major,Resolved,104,1,0,1,2,1,1
SPARK,13563872,SPARK-46621,Bug,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13563875,SPARK-46622,Improvement,Minor,Resolved,1,1,0,1,1,1,1
SPARK,13563886,SPARK-46623,Improvement,Major,Resolved,10,2,0,1,1,1,1
SPARK,13563900,SPARK-46624,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563934,SPARK-46625,Bug,Major,Resolved,182,2,0,1,1,2,1
SPARK,13563935,SPARK-46626,Improvement,Minor,Resolved,121,1,0,1,1,1,1
SPARK,13563957,SPARK-46627,Bug,Major,Resolved,0,2,0,1,3,4,1
SPARK,13563967,SPARK-46628,Sub-task,Minor,Resolved,267,1,0,1,1,1,2
SPARK,13563977,SPARK-46629,Bug,Major,Resolved,9,1,0,1,1,1,1
SPARK,13563981,SPARK-46630,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13563986,SPARK-46631,Sub-task,Major,Open,0,1,0,0,2,0,0
SPARK,13563989,SPARK-46632,Bug,Major,Resolved,216,2,0,1,3,1,1
SPARK,13563992,SPARK-46633,Bug,Major,Resolved,72,1,0,1,1,1,1
SPARK,13564035,SPARK-46634,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564037,SPARK-46635,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564074,SPARK-46636,Bug,Major,Open,0,1,0,0,1,0,0
SPARK,13564104,SPARK-46637,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13564110,SPARK-46638,Sub-task,Major,Closed,34,1,0,0,1,1,2
SPARK,13564117,SPARK-46639,Task,Major,Open,149,1,0,0,1,0,0
SPARK,13564119,SPARK-46640,Bug,Minor,Resolved,2,1,0,1,1,1,1
SPARK,13564128,SPARK-46641,New Feature,Major,Resolved,30,1,0,1,1,1,1
SPARK,13564130,SPARK-46642,Bug,Major,Resolved,1,1,0,0,1,0,1
SPARK,13564131,SPARK-46643,Sub-task,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13564132,SPARK-46644,Improvement,Major,Resolved,8,1,0,1,1,1,1
SPARK,13564134,SPARK-46645,Sub-task,Major,Resolved,266,1,0,1,1,1,1
SPARK,13564135,SPARK-46646,Sub-task,Major,Resolved,0,1,0,1,2,1,2
SPARK,13564136,SPARK-46647,Sub-task,Major,Resolved,267,1,0,1,1,1,1
SPARK,13564139,SPARK-46648,Sub-task,Major,Resolved,0,1,0,1,1,1,2
SPARK,13564143,SPARK-46649,Test,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13564145,SPARK-46650,Improvement,Major,Resolved,2,1,0,0,2,0,1
SPARK,13564146,SPARK-46651,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564147,SPARK-46652,Improvement,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13564149,SPARK-46653,Bug,Major,Open,174,1,0,0,1,0,0
SPARK,13564151,SPARK-46654,Bug,Major,Resolved,183,2,0,1,2,2,1
SPARK,13564156,SPARK-46655,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13564185,SPARK-46656,Sub-task,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13564225,SPARK-46657,Sub-task,Minor,Resolved,265,1,0,1,1,1,1
SPARK,13564232,SPARK-46658,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13564242,SPARK-46659,Wish,Minor,Open,5,1,0,0,1,0,0
SPARK,13564245,SPARK-46660,Bug,Major,Resolved,4,1,0,1,1,1,1
SPARK,13564247,SPARK-46661,Wish,Minor,Open,0,1,0,0,1,0,0
SPARK,13564251,SPARK-46662,Sub-task,Major,Resolved,238,1,0,1,1,1,1
SPARK,13564256,SPARK-46663,Bug,Minor,Resolved,7,1,0,1,1,2,1
SPARK,13564258,SPARK-46664,Sub-task,Major,Resolved,0,1,0,1,1,1,2
SPARK,13564267,SPARK-46665,Bug,Major,Resolved,1,1,0,1,1,1,1
SPARK,13564268,SPARK-46666,Test,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13564284,SPARK-46667,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564286,SPARK-46668,Sub-task,Minor,Resolved,250,1,0,1,2,1,1
SPARK,13564287,SPARK-46669,Dependency upgrade,Major,Resolved,0,1,0,0,1,0,1
SPARK,13564288,SPARK-46670,Sub-task,Minor,Resolved,4,1,0,1,2,1,1
SPARK,13564290,SPARK-46671,Bug,Minor,Reopened,201,1,0,0,1,3,2
SPARK,13564291,SPARK-46672,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564294,SPARK-46673,Sub-task,Minor,Resolved,11,1,0,1,1,1,1
SPARK,13564298,SPARK-46674,Improvement,Major,Open,0,1,0,0,1,0,0
SPARK,13564309,SPARK-46675,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564317,SPARK-46676,Bug,Major,Resolved,7,1,0,1,1,1,1
SPARK,13564334,SPARK-46677,Bug,Major,Resolved,5,1,0,1,2,1,1
SPARK,13564335,SPARK-46678,Test,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564337,SPARK-46679,Bug,Critical,Open,287,2,0,0,1,6,0
SPARK,13564342,SPARK-46680,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564344,SPARK-46681,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13564422,SPARK-46682,Sub-task,Major,Resolved,0,1,0,1,1,1,2
SPARK,13564428,SPARK-46683,Test,Major,Resolved,21,1,0,1,2,1,1
SPARK,13564429,SPARK-46684,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564436,SPARK-46685,New Feature,Major,Open,17,1,0,0,2,0,0
SPARK,13564437,SPARK-46686,Sub-task,Major,Resolved,5,1,0,1,2,1,1
SPARK,13564438,SPARK-46687,Sub-task,Major,Resolved,34,2,0,1,1,2,1
SPARK,13564440,SPARK-46688,Sub-task,Major,Resolved,26,1,0,1,1,1,1
SPARK,13564441,SPARK-46689,Sub-task,Major,Resolved,27,1,0,1,1,1,1
SPARK,13564442,SPARK-46690,Sub-task,Major,Resolved,27,1,0,1,1,1,1
SPARK,13564443,SPARK-46691,Sub-task,Major,Resolved,26,1,0,1,1,1,1
SPARK,13564446,SPARK-46692,Bug,Minor,Resolved,2,1,0,1,2,1,1
SPARK,13564454,SPARK-46693,Improvement,Major,Resolved,3,1,0,1,1,1,1
SPARK,13564455,SPARK-46694,Test,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564457,SPARK-46695,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564460,SPARK-46696,Improvement,Major,Resolved,6,1,0,1,1,1,1
SPARK,13564475,SPARK-46697,Improvement,Major,Resolved,2,1,0,1,1,1,1
SPARK,13564480,SPARK-46698,Improvement,Minor,Resolved,234,1,0,1,1,1,1
SPARK,13564497,SPARK-46699,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564507,SPARK-46700,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564513,SPARK-46701,Bug,Critical,Open,0,1,0,0,2,0,0
SPARK,13564518,SPARK-46702,Bug,Blocker,Open,3,3,0,0,2,2,0
SPARK,13564541,SPARK-46703,Sub-task,Major,Resolved,263,1,0,1,1,1,1
SPARK,13564544,SPARK-46704,Sub-task,Major,Resolved,0,1,0,1,2,1,2
SPARK,13564546,SPARK-46705,Task,Minor,Open,114,1,0,0,1,0,0
SPARK,13564549,SPARK-46706,Bug,Major,Open,0,2,1,0,2,0,0
SPARK,13564558,SPARK-46707,Improvement,Major,Resolved,122,1,0,1,1,1,1
SPARK,13564561,SPARK-46708,New Feature,Major,Open,72,1,0,0,1,0,0
SPARK,13564562,SPARK-46709,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13564594,SPARK-46710,Improvement,Major,Open,151,1,0,0,1,0,0
SPARK,13564595,SPARK-46711,Task,Major,Resolved,0,1,0,1,1,2,1
SPARK,13564609,SPARK-46712,Task,Major,Resolved,0,2,0,1,1,2,1
SPARK,13564611,SPARK-46713,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564620,SPARK-46714,Improvement,Major,Open,245,1,0,0,1,0,0
SPARK,13564644,SPARK-46715,Test,Major,Resolved,2,2,0,1,1,2,1
SPARK,13564649,SPARK-46716,Task,Minor,Resolved,0,1,0,1,1,2,1
SPARK,13564653,SPARK-46717,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13564655,SPARK-46718,Sub-task,Major,Resolved,68,2,0,1,1,5,1
SPARK,13564662,SPARK-46719,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564669,SPARK-46720,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564684,SPARK-46721,Test,Trivial,Resolved,13,1,0,1,1,1,1
SPARK,13564691,SPARK-46722,Task,Minor,Resolved,83,1,0,1,2,1,1
SPARK,13564703,SPARK-46723,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13564707,SPARK-46724,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564722,SPARK-46725,Improvement,Major,Resolved,8,1,0,1,4,1,1
SPARK,13564729,SPARK-46726,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564771,SPARK-46727,Sub-task,Major,Resolved,56,1,0,1,1,1,1
SPARK,13564785,SPARK-46728,Bug,Major,Resolved,7,1,0,1,1,1,1
SPARK,13564790,SPARK-46729,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564796,SPARK-46730,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13564813,SPARK-46731,Improvement,Major,Resolved,3,1,0,1,1,2,1
SPARK,13564823,SPARK-46732,New Feature,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564828,SPARK-46733,Improvement,Major,Resolved,8,1,0,1,1,1,1
SPARK,13564854,SPARK-46734,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13564925,SPARK-46735,Sub-task,Minor,Resolved,259,1,0,1,2,1,1
SPARK,13564938,SPARK-46736,Improvement,Major,Resolved,13,1,0,1,1,1,1
SPARK,13564980,SPARK-46737,Sub-task,Major,Resolved,1,1,0,1,2,1,1
SPARK,13564983,SPARK-46738,Bug,Minor,Resolved,176,1,0,1,2,2,1
SPARK,13564986,SPARK-46739,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13564996,SPARK-46740,Improvement,Major,Open,7,1,0,1,1,0,0
SPARK,13564998,SPARK-46741,Bug,Major,Open,269,1,0,0,1,0,0
SPARK,13565002,SPARK-46742,Test,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13565007,SPARK-46743,Bug,Major,Resolved,176,1,0,1,1,1,1
SPARK,13565042,SPARK-46744,Improvement,Minor,Open,102,1,0,0,5,0,0
SPARK,13565047,SPARK-46745,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565076,SPARK-46746,Sub-task,Major,Resolved,6,1,0,1,1,1,1
SPARK,13565089,SPARK-46747,Sub-task,Major,Resolved,55,2,0,1,1,5,1
SPARK,13565127,SPARK-46748,Sub-task,Major,Resolved,0,1,0,1,1,1,2
SPARK,13565131,SPARK-46749,Sub-task,Minor,Resolved,0,1,0,1,1,1,2
SPARK,13565168,SPARK-46750,Improvement,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13565174,SPARK-46751,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565179,SPARK-46752,Sub-task,Major,Resolved,0,1,0,1,2,1,1
SPARK,13565180,SPARK-46753,Improvement,Minor,Resolved,13,1,0,1,2,1,1
SPARK,13565187,SPARK-46754,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565188,SPARK-46755,Sub-task,Minor,Resolved,231,1,0,1,3,1,2
SPARK,13565189,SPARK-46756,Improvement,Major,Open,0,1,0,0,1,0,0
SPARK,13565192,SPARK-46757,Sub-task,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565199,SPARK-46758,Improvement,Minor,Resolved,4,1,0,1,1,1,1
SPARK,13565251,SPARK-46759,Sub-task,Major,Resolved,117,1,0,1,1,1,1
SPARK,13565262,SPARK-46760,Improvement,Trivial,Resolved,50,1,0,1,1,1,1
SPARK,13565291,SPARK-46761,Bug,Major,Resolved,54,2,0,1,1,1,1
SPARK,13565312,SPARK-46762,Bug,Major,Open,167,3,0,0,1,7,0
SPARK,13565348,SPARK-46763,Bug,Major,Resolved,4,1,0,1,1,1,1
SPARK,13565351,SPARK-46764,Improvement,Minor,Resolved,4,1,0,1,1,1,1
SPARK,13565353,SPARK-46765,Improvement,Major,Resolved,0,1,0,1,2,1,1
SPARK,13565354,SPARK-46766,Improvement,Major,Resolved,40,1,0,1,1,1,1
SPARK,13565362,SPARK-46767,Sub-task,Major,Resolved,1,1,0,1,2,1,1
SPARK,13565363,SPARK-46768,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565367,SPARK-46769,Bug,Major,Resolved,1,1,0,1,1,1,1
SPARK,13565380,SPARK-46770,Improvement,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13565389,SPARK-46771,Bug,Major,Open,0,2,0,0,1,0,0
SPARK,13565396,SPARK-46772,Sub-task,Major,Resolved,4,1,0,1,1,1,1
SPARK,13565397,SPARK-46773,Improvement,Major,Resolved,0,1,0,1,2,1,1
SPARK,13565407,SPARK-46774,Improvement,Major,Resolved,2,1,0,1,1,1,1
SPARK,13565467,SPARK-46775,Improvement,Minor,Resolved,2,1,0,1,1,1,1
SPARK,13565476,SPARK-46776,Bug,Major,Open,0,2,1,0,1,0,0
SPARK,13565477,SPARK-46777,Improvement,Major,Resolved,2,1,0,1,2,1,1
SPARK,13565481,SPARK-46778,Bug,Major,Open,45,3,0,0,1,1,0
SPARK,13565489,SPARK-46779,Bug,Major,Resolved,2,1,0,1,1,1,1
SPARK,13565491,SPARK-46780,Sub-task,Minor,Resolved,256,1,0,1,1,1,1
SPARK,13565498,SPARK-46781,Sub-task,Major,Resolved,3,1,0,1,1,1,1
SPARK,13565500,SPARK-46782,Bug,Major,Open,0,1,0,0,1,0,0
SPARK,13565502,SPARK-46783,Sub-task,Major,Resolved,229,1,0,1,2,1,2
SPARK,13565503,SPARK-46784,Sub-task,Minor,Resolved,229,1,0,1,2,1,2
SPARK,13565539,SPARK-46785,Bug,Minor,Open,0,1,0,0,2,0,0
SPARK,13565540,SPARK-46786,Sub-task,Critical,Resolved,255,1,0,1,1,1,1
SPARK,13565554,SPARK-46787,Improvement,Major,Resolved,3,1,0,1,1,1,1
SPARK,13565592,SPARK-46788,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13565594,SPARK-46789,Sub-task,Major,Resolved,227,1,0,1,2,1,1
SPARK,13565598,SPARK-46790,Improvement,Major,Resolved,260,1,0,0,1,0,1
SPARK,13565612,SPARK-46791,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565641,SPARK-46792,Improvement,Minor,Resolved,2,1,0,1,1,1,1
SPARK,13565644,SPARK-46793,Bug,Major,Closed,71,1,0,0,1,0,2
SPARK,13565663,SPARK-46794,Bug,Major,Resolved,1,1,0,1,1,1,1
SPARK,13565702,SPARK-46795,Sub-task,Major,Resolved,11,1,0,1,1,1,1
SPARK,13565713,SPARK-46796,Bug,Major,Resolved,1,1,0,1,1,3,1
SPARK,13565728,SPARK-46797,Sub-task,Major,Resolved,0,1,0,1,1,1,2
SPARK,13565729,SPARK-46798,New Feature,Major,Open,268,2,0,0,1,0,0
SPARK,13565731,SPARK-46799,Sub-task,Minor,Resolved,0,1,0,1,2,1,2
SPARK,13565732,SPARK-46800,Sub-task,Major,Resolved,0,1,0,1,1,1,2
SPARK,13565733,SPARK-46801,Test,Major,Resolved,0,1,0,1,2,1,1
SPARK,13565734,SPARK-46802,Test,Minor,Resolved,34,1,0,1,2,1,1
SPARK,13565735,SPARK-46803,Improvement,Minor,Resolved,0,1,0,0,1,0,1
SPARK,13565737,SPARK-46804,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565738,SPARK-46805,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13565739,SPARK-46806,Test,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13565740,SPARK-46807,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13565742,SPARK-46808,Sub-task,Major,Resolved,2,1,0,1,1,1,1
SPARK,13565746,SPARK-46809,Sub-task,Major,Resolved,30,1,0,0,1,1,1
SPARK,13565768,SPARK-46810,Improvement,Minor,Resolved,85,6,0,1,2,14,1
SPARK,13565773,SPARK-46811,Bug,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565795,SPARK-46812,New Feature,Major,Resolved,84,1,0,1,2,1,1
SPARK,13565796,SPARK-46813,Improvement,Minor,Open,102,1,0,0,1,0,0
SPARK,13565815,SPARK-46814,New Feature,Major,Resolved,169,1,0,0,1,0,1
SPARK,13565843,SPARK-46815,Epic,Major,Open,282,1,0,0,1,0,0
SPARK,13565844,SPARK-46816,Story,Major,Resolved,1,1,0,1,1,2,1
SPARK,13565852,SPARK-46817,Sub-task,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13565853,SPARK-46818,Improvement,Major,Resolved,1,1,0,1,1,1,1
SPARK,13565863,SPARK-46819,Improvement,Minor,Resolved,2,1,0,1,1,1,1
SPARK,13565866,SPARK-46820,Sub-task,Major,Resolved,27,1,0,1,1,1,1
SPARK,13565868,SPARK-46821,Bug,Major,Resolved,0,1,0,0,1,1,1
SPARK,13565873,SPARK-46822,Sub-task,Major,Resolved,61,1,0,1,1,1,1
SPARK,13565876,SPARK-46823,Improvement,Major,Resolved,0,1,0,1,2,1,1
SPARK,13565883,SPARK-46824,Bug,Major,Open,1,1,0,0,1,0,0
SPARK,13565888,SPARK-46825,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13565898,SPARK-46826,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565907,SPARK-46827,Sub-task,Major,Resolved,0,1,0,1,1,1,2
SPARK,13565912,SPARK-46828,Improvement,Major,Resolved,0,1,0,1,1,1,1
SPARK,13565930,SPARK-46829,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13566004,SPARK-46830,Epic,Major,Open,280,4,1,0,1,3,0
SPARK,13566005,SPARK-46831,Task,Major,Resolved,15,1,0,1,1,1,1
SPARK,13566006,SPARK-46832,Task,Major,Resolved,20,1,0,1,1,1,1
SPARK,13566007,SPARK-46833,Task,Major,Resolved,11,1,0,1,1,1,1
SPARK,13566008,SPARK-46834,Task,Major,Resolved,44,1,0,1,1,1,1
SPARK,13566009,SPARK-46835,Task,Major,Resolved,41,1,0,1,1,1,1
SPARK,13566010,SPARK-46836,Task,Major,Open,0,1,0,0,1,0,0
SPARK,13566011,SPARK-46837,New Feature,Major,Open,251,3,0,0,1,1,0
SPARK,13566012,SPARK-46838,New Feature,Major,Open,0,1,0,0,1,0,0
SPARK,13566013,SPARK-46839,New Feature,Major,Open,0,1,0,0,1,0,0
SPARK,13566014,SPARK-46840,New Feature,Major,Resolved,95,2,0,1,1,3,1
SPARK,13566015,SPARK-46841,New Feature,Major,Resolved,124,2,0,1,2,2,1
SPARK,13566016,SPARK-46842,New Feature,Major,Open,0,1,0,0,1,0,0
SPARK,13566017,SPARK-46843,New Feature,Major,Open,0,1,0,0,1,0,0
SPARK,13566018,SPARK-46844,New Feature,Major,Open,0,1,0,0,1,0,0
SPARK,13566019,SPARK-46845,New Feature,Major,Open,0,1,0,0,1,0,0
SPARK,13566036,SPARK-46846,Sub-task,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13566045,SPARK-46847,Bug,Minor,Open,76,1,0,0,1,0,0
SPARK,13566049,SPARK-46848,Improvement,Major,Open,103,1,0,0,1,0,0
SPARK,13566050,SPARK-46849,Sub-task,Major,Resolved,11,1,0,1,1,1,1
SPARK,13566054,SPARK-46850,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13566055,SPARK-46851,Improvement,Minor,Resolved,5,1,0,1,1,1,1
SPARK,13566066,SPARK-46852,Task,Major,Resolved,7,1,0,1,1,1,1
SPARK,13566067,SPARK-46853,Task,Major,Open,0,1,0,0,1,0,0
SPARK,13566068,SPARK-46854,Task,Major,Open,0,1,0,0,1,0,0
SPARK,13566077,SPARK-46855,Bug,Major,Resolved,1,1,0,1,1,1,1
SPARK,13566080,SPARK-46856,Improvement,Minor,Resolved,0,1,0,1,2,1,1
SPARK,13566084,SPARK-46857,Bug,Minor,Closed,0,1,0,0,1,0,2
SPARK,13566094,SPARK-46858,Sub-task,Major,Resolved,26,1,0,1,2,1,1
SPARK,13566097,SPARK-46859,Sub-task,Major,Open,0,1,0,0,1,0,0
SPARK,13566098,SPARK-46860,Task,Major,Open,0,1,0,0,1,0,0
SPARK,13566140,SPARK-46861,Bug,Major,Resolved,4,1,0,1,1,2,1
SPARK,13566149,SPARK-46862,Bug,Major,Resolved,32,2,0,1,1,1,1
SPARK,13566168,SPARK-46863,Improvement,Minor,Resolved,0,1,0,1,1,1,1
SPARK,13566179,SPARK-46864,Improvement,Major,Resolved,7,1,0,1,1,1,1
SPARK,13566180,SPARK-46865,Improvement,Major,Resolved,13,1,0,1,1,1,1
SPARK,13566193,SPARK-46866,Epic,Major,Resolved,278,1,0,1,1,0,1
SPARK,13566195,SPARK-46867,Sub-task,Major,Resolved,1,1,0,1,2,1,1
SPARK,13566208,SPARK-46868,Sub-task,Major,Resolved,213,1,0,1,1,1,2
